epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc
0,0.027,0.7042364726463953,0.6736111111111112,0.5333800186741364,0.5711106432450784,0.7297297297297297,0.8986013986013986
1,0.027,0.7122635245323181,0.6666666666666666,0.5859010270774976,0.513276154125059,0.7297297297297297,0.8671328671328672
2,0.027,0.5888421585162481,0.7361111111111112,0.696078431372549,0.8500872173824826,0.4594594594594595,0.6958041958041958
3,0.027,0.4396856857670678,0.8055555555555556,0.8445378151260504,0.9037790169587007,0.4864864864864865,0.7902097902097902
4,0.027,0.48537084294690025,0.7777777777777778,0.7892156862745098,0.4442822953333726,0.7567567567567568,0.9020979020979021
5,0.027,0.436673431760735,0.8125,0.8246965452847805,0.40977329337919083,0.8108108108108109,0.8951048951048951
6,0.027,0.4510556219352616,0.8125,0.8316993464052287,0.4533810961890865,0.7837837837837838,0.9125874125874125
7,0.027,0.38462308380338883,0.8402777777777778,0.8830532212885154,0.46012098885871267,0.7567567567567568,0.8496503496503497
8,0.027,0.44549140002992416,0.7986111111111112,0.8471055088702147,0.4700256795496554,0.7567567567567568,0.9335664335664335
9,0.027,0.4378565897544225,0.8402777777777778,0.8330999066293184,0.4656489338423755,0.8108108108108109,0.8811188811188811
10,0.027,0.40954147113694084,0.8194444444444444,0.8590102707749766,0.38974517422753413,0.8108108108108109,0.9090909090909091
11,0.027,0.4102175210913022,0.8472222222222222,0.8527077497665733,0.38005574087838867,0.7837837837837838,0.958041958041958
12,0.027,0.422227193084028,0.7986111111111112,0.8594771241830065,0.4196114234022192,0.7567567567567568,0.9090909090909091
13,0.027,0.4211958895126979,0.8333333333333334,0.8513071895424836,0.37385327228017756,0.8648648648648649,0.9335664335664335
14,0.027,0.4318786727057563,0.8194444444444444,0.8373015873015873,0.3949569600659448,0.8108108108108109,0.9020979020979021
15,0.027,0.42414046989546883,0.8125,0.849906629318394,0.4708211381693144,0.7297297297297297,0.9125874125874125
16,0.027,0.41784601079093087,0.8055555555555556,0.8615779645191409,0.4059792040167628,0.8108108108108109,0.9160839160839161
17,0.027,0.4324327926668856,0.8472222222222222,0.830765639589169,0.35811269041654226,0.8378378378378378,0.9405594405594406
18,0.027,0.41528476609124076,0.8125,0.8557422969187675,0.46879660277753266,0.7297297297297297,0.8461538461538463
19,0.027,0.4145452065600289,0.8333333333333334,0.8571428571428571,0.4615673962477091,0.8108108108108109,0.888111888111888
20,0.027,0.38498452885283363,0.8333333333333334,0.8802521008403361,0.4498980266822351,0.7297297297297297,0.8986013986013985
21,0.027,0.4541791213883294,0.8194444444444444,0.8174603174603176,0.42034153599996826,0.7837837837837838,0.9265734265734266
22,0.027,0.4244660966926151,0.8125,0.8475723622782446,0.41648337003347036,0.7837837837837838,0.8846153846153846
23,0.027,0.4364042811923557,0.8194444444444444,0.8361344537815126,0.37249577850908844,0.7837837837837838,0.916083916083916
24,0.027,0.42067818343639374,0.8333333333333334,0.8606442577030813,0.41388397764515233,0.8648648648648649,0.9090909090909092
25,0.027,0.4193435005015797,0.8194444444444444,0.8485060690943044,0.3922087864295856,0.8378378378378378,0.916083916083916
26,0.027,0.4247983876201842,0.8333333333333334,0.8412698412698413,0.551497748574695,0.7837837837837838,0.8706293706293705
27,0.027,0.43175948825147414,0.8263888888888888,0.8305322128851541,0.36375533406798904,0.8378378378378378,0.9195804195804196
28,0.027,0.39566469689210254,0.8402777777777778,0.8622782446311859,0.3656156248337514,0.8108108108108109,0.9160839160839161
29,0.0027,0.3804838839504454,0.8472222222222222,0.8814192343604108,0.3661314925631961,0.8378378378378378,0.9230769230769231
30,0.0027,0.3741605066590839,0.8194444444444444,0.8832866479925303,0.3688958939668295,0.8108108108108109,0.9230769230769231
31,0.0027,0.380669541656971,0.8263888888888888,0.8816526610644257,0.36438786580755905,0.8378378378378378,0.9230769230769231
32,0.0027,0.37575802869266933,0.8541666666666666,0.8858543417366946,0.3637399568751052,0.8108108108108109,0.9160839160839161
33,0.0027,0.3721669183837043,0.8402777777777778,0.8856209150326797,0.36443452818973643,0.8108108108108109,0.9230769230769231
34,0.0027,0.3708318620920181,0.8263888888888888,0.884453781512605,0.3543488496058696,0.8378378378378378,0.9195804195804196
35,0.0027,0.3690023223559062,0.8263888888888888,0.8865546218487395,0.34397919919039754,0.8378378378378378,0.9195804195804196
36,0.0027,0.37094561341736054,0.8333333333333334,0.8846872082166201,0.35867544042097554,0.8378378378378378,0.9265734265734266
37,0.0027,0.3647177724374665,0.8541666666666666,0.8884220354808591,0.35891362863617976,0.8108108108108109,0.9230769230769231
38,0.0027,0.3692524457971255,0.8402777777777778,0.8842203548085901,0.3607954978942871,0.8108108108108109,0.9265734265734266
39,0.0027,0.3694666980041398,0.8402777777777778,0.8832866479925303,0.3533388843407502,0.8108108108108109,0.9300699300699301
40,0.0027,0.37290305064784157,0.8263888888888888,0.8818860877684408,0.3548502994550241,0.8378378378378378,0.9335664335664335
41,0.0027,0.3682030290365219,0.8263888888888888,0.8860877684407096,0.35448061936610453,0.8378378378378378,0.9335664335664335
